Gene	GSM1304836	GSM1304837	GSM1304838	GSM1304839	GSM1304840	GSM1304841	GSM1304842	GSM1304843	GSM1304844	GSM1304845	GSM1304846	GSM1304847	GSM1304848	GSM1304849	GSM1304850	GSM1304851
Alox15	5.80829	4.59106	1.86501	3.32113	10.541	14.3877	8.86805	39.1794	7.73481	6.16301	37.961	24.3574	38.6408	18.1213	23.6778	38.5853
Bpifa1	6.62618	9.75356	13.3525	2.55535	1.34147	0.754211	16.4259	11.4653	3.0992	3.92235	15.7847	3.20442	0.823902	4.70382	0.911577	12.2461
Tnfrsf4	109.939	150.74	142.987	199.179	76.139	108.803	60.9487	127.358	132.956	53.1742	118.601	141.585	116.506	161.719	134.624	128.668
Lta	41.5836	4.19224	23.6284	6.86823	4.06697	3.96864	3.45917	7.52397	5.23574	5.13128	18.6941	6.46676	5.93359	49.2429	11.8804	38.3117
Slc11a1	14495.5	9571.85	9609.59	10577.0	14347.1	8949.31	9947.18	10667.8	21321.1	17609.7	17945.3	18507.6	24216.8	24051.1	24040.8	24106.7
Bik	63.13365	45.2912425	34.074725	20.992775	43.432005	25.7042	28.937975	38.444825	12.5705125	17.2053	11.7927675	4.6646125	17.04159	7.821075	15.023965	11.49401
Sftpd	2.52357	18.8759	16.4584	34.4312	40.5828	4.76677	23.4594	6.49924	17.7887	4.03299	10.4004	44.4885	21.5708	43.2744	14.5635	34.0313
Ccl2	472.416	400.369	240.333	235.759	1480.47	963.824	520.768	385.873	25725.3	12276.9	12291.5	9049.76	31231.3	14175.9	11377.5	12903.0
Mpv17	541.188	716.404575	718.840075	794.396	436.546875	459.40025	491.02365	477.791525	369.5612	400.35255	359.704475	460.744175	330.9522	390.344275	415.973425	362.78915
Gp49a 	28234.9	28731.1	26816.0	29275.7	21191.9	19360.7	17750.7	21067.8	37465.5	31284.2	32194.5	29911.1	42304.2	36421.9	33863.6	34855.0
Cd86	453.1545	179.23	254.289	196.7845	2385.63	2985.67	2942.87	2805.71	3058.0195	1881.453	1180.652	1214.062	9442.065	9997.765	8624.565	8929.395
Tnfsf10	31.1127	32.170025	41.481775	40.206025	958.88275	1112.14475	1321.583	1266.75775	876.408	240.65275	409.9815	329.0865	1589.75175	670.42225	638.569	632.0335
Ager	5.427325	5.637575	3.6197	16.18583	6.296675	6.525525	5.105295	7.092875	4.903415	4.6595	6.75378	5.19449	10.19033	7.704955	13.289395	7.364675
Ido1	28.1941	30.9719	30.8727	30.5421	25.9823	57.3492	70.7834	87.9528	189.318	12.9674	28.5491	46.3716	604.615	220.337	306.86	358.103
Orm2	16.7155	16.0657	15.5439	2.48769	4.81736	4.23849	19.8907	27.0254	3.64964	28.2433	32.713	29.8637	24.448	26.3388	3.22539	47.4816
Mst1r	4.90294	17.6203	4.73963	17.9489	7.22954	15.2136	1.62794	1.75818	20.0314	1.65313	19.5958	18.9468	3.20803	6.59435	35.553	37.0063
Gm10693 	4031.82	3324.0	3854.61	4259.76	4100.65	3217.26	3608.66	3634.62	9469.4	5991.27	7008.45	6899.44	11126.3	7205.23	7560.33	5996.1
Vtn	15.685945	11.995255	26.04768	14.384848	21.832675	21.4841	35.19155	18.68034	38.9961	20.1626485	39.7028	40.29145	17.742485	2.19736	24.61585	14.72742
Mrps14	1554.86545	1375.5426	1314.42375	1355.64985	1454.7407	1363.9224	1230.36505	1237.49635	1187.09868	1507.0472	1574.064	1365.21155	1063.67705	1134.594	1280.00185	1365.13725
Pglyrp2	1.80775	1.23014	1.13361	1.02044	1.57788	1.82281	1.74003	1.1527	3.61409	1.35515	1.24045	1.46415	1.96765	2.63614	1.69079	1.36546
Eral1	309.6542675	309.0689375	289.8196625	278.10155625	296.61098	329.906225	359.075725	326.9472	270.86849375	257.4721375	255.83746625	252.43691875	239.3145575	247.24777375	257.302375	218.3794875
Masp2	18.02035	25.5733	23.4862	25.345495	18.022265	28.75865	40.15155	18.523935	23.006995	26.25684	39.5516	33.04865	31.504885	32.78095	20.027645	25.88805
Otc	9.9225175	6.1634675	5.76179	8.8487775	4.1455935	6.20713075	6.5769575	2.247153	8.7005855	12.775995	8.590367	12.2209925	10.3843675	4.463054	5.7612675	4.4421425
Hsd3b5	3.49013	1.12443	1.25136	3.46708	2.53368	1.11993	1.29904	2.39747	1.47456	3.60928	2.57837	9.55708	16.1978	12.5973	2.96314	5.64451
Gbp2b	22.9357	13.2679	3.8158	20.6204	21167.6	19963.1	20748.9	22179.6	68.8229	36.3181	17.6114	54.9333	693.779	1219.77	1549.15	1517.92
Mt3	7.50734	38.1877	9.1716	34.6546	7.50239	23.023	22.2226	33.0721	69.2124	77.3977	4.00672	25.4515	8.40921	28.4392	16.6073	94.4752
Aicda	3.27651	10.4461	7.4606	27.921	18.2891	3.47154	18.3734	23.8503	8.23934	11.9307	25.4697	21.0615	19.2477	4.07416	41.2964	33.1492
Raet1a 	267.723	160.549	172.612	137.527	87.8536	74.3384	106.587	47.7693	268.892	168.086	113.81	157.523	134.153	93.5483	124.104	115.946
Dnaja3	809.91502	728.8037	578.19878	659.1099775	580.937525	579.66035	571.04637	545.5025475	572.87943225	822.5043475	808.9574125	739.310955	347.721805	671.11792	709.7821875	723.22159
Sqrdl	1364.651125	1096.69735	1183.46755	1186.71845	940.712225	751.5642	844.29735	895.855465	1413.85795	1606.944985	1577.627585	1461.5084	1526.16418	1712.67796	1789.26503	1736.19445
Romo1	5146.73	4692.95	4754.34	4732.6	5311.96	4966.22	5720.42	4947.53	2701.45	3596.12	3752.04	4189.97	3015.92	2975.02	3174.55	3158.22
Tgfb1	831.57585	869.454	960.9384	883.41025	591.706	672.4767	643.65505	620.029	693.73615	655.807	694.12875	652.17875	573.16625	532.61645	571.1123	548.2019
Ucp3	45.64155	27.29155	25.58282	47.67214	30.019395	38.843	43.206845	61.1886	49.253875	40.198705	37.6107	34.589705	45.3675	49.97911	57.311	63.69545
Procr	5018.31	1213.8	999.627	1076.22	1627.08	992.272	826.851	786.535	7493.23	11289.7	10034.8	12375.9	20170.7	28519.8	30384.4	30273.8
4933415F23Rik	3.56404	0.725081	1.54388	6.15105	0.81097	2.45509	3.36489	6.09735	11.1729	1.51582	11.1643	25.1962	18.5105	1.75316	1.55699	2.04462
Il2ra	43.3464	26.9894	16.035625	20.56617	37.09385	31.58795	21.37705	25.7177	146.4675	23.625235	22.82085	18.26825	96.07025	17.24455	16.05115	29.9649
Clec7a	5727.46	18051.7	18045.7	20781.1	9230.16	12441.6	11923.8	13968.9	929.808	4406.78	2963.19	3480.17	2988.58	11790.1	11209.5	12569.2
Dao	36.7814	10.9281	30.3179	48.596	31.6208	7.7825	31.453	38.8333	109.102	42.6493	76.0856	22.519	62.42	50.2074	85.0651	101.059
Tmlhe	272.9264	408.0628	465.1363	461.910625	151.48575	152.6759	163.95265	124.326475	214.99745	127.106645	149.05905	145.181675	172.653865	129.87765	118.526925	90.6988
Park2	37.635075	65.9383	46.1355	41.232	25.3285825	48.440175	28.5423125	38.34601	23.70147	13.1420425	14.02517	37.432	26.662875	16.3895425	27.524875	34.821
Fut7	78.3623	75.9187	155.731	136.535	82.6753	51.5799	101.992	89.0386	100.785	16.747	21.574	62.7727	8.10036	10.1961	17.5461	46.1087
Foxp3	28.1722	39.3445	18.1812	30.6313	18.1149	32.21	4.9118	35.988	26.1067	3.09744	4.53886	30.6723	29.033	25.6523	41.7155	17.1983
Dhx58	357.406595	223.000625	207.519375	208.100775	865.571725	1139.03715	1031.468575	1038.38515	2191.4136	1761.61715	2061.1967	1808.371725	2232.143	1393.144975	1486.49955	1298.1745
Mgarp	32.2533	44.7227	26.4325	7.97477	47.3166	17.6948	31.0687	9.92346	52.8546	55.3917	20.7243	56.7095	99.5737	193.578	183.164	205.566
Tnfrsf17	7.97439	1.70265	16.0627	4.98553	5.70256	3.45914	1.31689	38.3873	4.38769	0.96898	1.76123	1.47935	3.49209	1.33659	7.25268	5.23582
Klrg1	38.671	47.391	29.0399	59.5852	59.3166	33.9764	39.2966	65.6165	47.9704	78.4667	62.1329	60.7693	110.616	77.6605	56.5164	49.1898
Il13	14.3582	19.3666	5.76369	3.29474	11.422	14.2273	4.79971	9.203	8.94475	4.13915	6.87744	9.07495	10.1693	7.15909	6.60972	8.47002
Clec4d	29563.5	25908.1	28350.1	31178.8	13006.7	1960.8	1629.37	2021.93	34963.0	31803.6	32990.1	33459.6	34081.6	34172.1	34156.1	34405.5
Letm1	168.938125	153.614225	164.6138	172.7743	136.6895625	173.3384625	182.7228375	168.7806375	108.7526375	141.1273375	131.95105	174.9669125	106.62887875	130.217025	133.039625	165.3794375
Slc25a30	382.239125	392.8178625	428.5494875	423.669125	354.7649875	367.9229825	413.30618	375.827545	310.830575	324.6730825	254.267365	309.3790075	218.9206925	259.935765	225.22793	242.6819075
Bcl2l1	184.42997	134.6644125	125.1365375	110.11187	158.488165	147.56378	145.95435	145.068685	238.713625	127.3164375	150.50334	139.92925	224.85595	177.981775	141.9211	144.037735
Hccs	866.7145	999.332	865.408	833.0475	797.349	753.831	679.7925	622.158	897.135	912.6905	859.464	892.0555	729.9545	668.651	712.4065	700.849
Hk1	758.7703	713.5145	747.8964	702.80265	1282.8855	1039.872	1085.369	1009.2985	1239.688	1057.7505	1126.5315	1083.94	1604.5385	1712.7815	1922.312	2194.0335
Vegfa	335.4329	539.353	704.767	635.6565	705.5855	900.5415	745.618	697.721	124.4181	391.478	284.713	264.29645	259.4685	838.8115	857.0965	827.005
Slc25a15	216.4645	342.60035	294.95905	344.00315	203.6964	187.99615	217.24315	201.5788	62.18135	261.28585	231.3164	192.66795	50.55095	114.1888	124.3251	114.5555
Rsad2	2095.440375	1088.905	1037.236	985.780625	6551.134375	5717.669375	3947.85375	3342.600625	35012.2875	26768.4125	31349.5875	28434.5	37620.26875	32769.21875	29761.675	32400.68125
Mef2c	568.40675	885.0576875	1054.7225	822.9625625	767.845	759.5884375	913.7719375	746.0376875	88.7580875	132.958475	187.40755625	137.75803125	45.1834	58.3595875	67.6041875	62.1895875
Il4ra	249.59705	160.0746	187.16515	199.98175	818.16575	578.23365	737.67525	664.80975	823.81875	726.5053	757.34175	572.2166	1052.9725	702.0305	751.7695	712.4905
Kcnn4	5548.61	2879.79	3167.21	2738.395	3987.68	4388.97	4286.435	3909.065	4444.785	3193.06	3492.945	3078.51	4166.07	5457.18	5077.815	5686.365
Arhgef2	517.6829	391.3662	376.2318	405.34945	586.3918	442.09995	468.00575	504.36015	455.7122	354.32695	458.5965	381.0453	505.2709	285.39325	322.87765	309.8643
Jak2	952.532	778.8045	752.8855	806.6925	1419.96	1381.279	1393.46	1292.22	4609.535	4536.73	4657.97	5230.93	4580.01	3637.375	3755.24	3632.1
Ptger4	3701.106	1103.38	1346.0115	1123.4615	2042.2885	742.1955	771.086	682.3668	1752.468	2470.6995	3163.61	2421.652	1246.6575	593.96285	760.383	607.336
Jag1	1204.0225	441.06055	357.604575	392.041125	279.7574425	176.2096	141.493375	140.759025	1821.149	4011.21675	3345.8095	3201.3915	1398.63335	3656.48925	3186.26975	3328.779
Foxp1	1721.63779375	879.685846875	762.275078125	797.20610625	1024.61354063	737.023420312	786.466604688	751.473667188	968.899346875	452.994934375	511.347957812	382.736248437	919.25398125	199.48250625	274.743107812	288.504667187
Ccr2	147.2608625	184.704275	190.1663	156.588575	633.1075	744.2635	763.115375	773.023125	109.1593375	62.3597875	103.02065	100.278675	119.536525	80.0151375	90.9946625	72.4124
Lif	31.1559	39.93345	23.81185	35.885	7.77655	32.665515	29.18085	31.464355	30.691845	28.828385	36.931685	48.5614	46.883665	26.92881	24.59438	25.759435
Bco2	34.9346	81.6166	158.476	84.514	81.8951	98.6595	137.349	122.43	53.4779	100.104	132.155	83.2213	44.2983	62.3433	51.0973	52.9616
Trem2	7778.6124	9573.85805	10272.766	9787.92565	4965.97595	5133.3679	4924.68939	5361.095655	506.03324	2338.6243	1804.47748	1753.653	581.55635	1192.19429	798.42795	726.077205
Ccl7	158.625	160.18	166.889	90.1541	313.847	167.223	81.2643	43.1239	24729.5	4737.45	6054.08	2767.72	32641.4	3631.66	2593.97	2173.34
Ripk2	463.798	295.238	232.1535	261.3365	439.9045	354.9385	397.4475	398.274	729.686	347.6465	368.3775	375.8425	1728.535	1266.0	1276.825	1336.738
Ngfr	7.91274875	6.458124375	23.852430625	11.914678125	8.590345625	25.876224375	46.57411875	8.908064375	4.126393125	9.39887375	6.2239125	20.25343125	13.09916875	7.14034625	12.792289375	20.5701475
Mef2a	2914.3853125	3010.7266875	3122.948875	3373.84169375	2127.88464375	2349.48465625	2358.41938125	2162.693125	1402.340575	1295.285275	1266.74615625	1168.54490625	1190.6138	887.610253125	845.97824375	734.54128125
Map3k5	237.243	323.0155	334.6575	341.8485	356.2005	373.7155	388.536	395.875	64.51955	301.299	255.7565	366.6325	91.9565	229.8815	193.7615	202.389
Tlr6	368.511	381.457	328.477	380.669	358.339	519.273	479.168	511.126	368.734	453.818	588.972	536.543	710.475	775.317	724.867	769.597
H2-M3	3948.44	2788.43	2983.81	2997.33	7809.32	7668.8	7030.99	7307.77	10513.6	7019.17	7963.27	7045.23	11088.1	8107.0	8884.17	8660.78
Clec5a	737.602	302.671	300.153	342.124	570.027	361.349	452.887	456.254	449.68	1303.27	1215.17	1392.61	417.129	706.443	640.125	607.861
Cox4i2	27.1613	29.5354	28.1735	32.4155	30.2562	36.0989	54.4826	27.559	64.3311	39.539	17.3799	33.691	52.3958	43.9303	57.7201	46.8318
Traf6	54.05654375	83.51682125	82.6861675	91.966925	68.87320875	71.285265	65.759175	81.71704625	56.061795	83.549075	89.24189125	99.66384375	60.67613875	61.78780375	84.753215	88.5231
Lyst	39.4321	59.47415	61.27545	115.2402	31.5803	24.09639	41.2198	31.046825	44.01198	17.3165	22.70265	8.51788	30.287665	46.26945	24.51152	30.23392
Birc3	4275.286	1537.627	1734.5819	1696.15835	3261.53815	1871.305	1950.0306	1849.47525	6174.2555	4937.523	4745.9105	4382.157	6255.4725	4943.9785	5259.496	5723.7585
Cxcl15	5.16793	19.28535	7.77888	19.29693	6.59198	23.53185	15.6395	6.216065	17.804355	13.70047	4.507745	5.51056	18.95243	17.84721	22.937255	20.99472
Ccr10	50.3847	3.6007	6.39308	6.70852	38.2831	4.02755	49.8229	14.4227	7.74971	5.95047	5.14955	10.8611	8.58736	35.1901	4.69216	44.8919
Samsn1	1294.4	339.415	409.752	397.621	466.216	209.331	218.481	135.736	3073.53	1342.82	1371.61	1238.48	2910.06	383.4	487.315	419.02
Il1a	4.54363	47.6993	30.2506	55.2159	2.62707	13.7282	2.35954	5.87737	865.805	18949.6	16043.1	21580.8	1097.67	5061.2	4063.11	5569.63
Ms4a2	9.214095	11.89918	8.802155	16.56513	5.17049	8.900155	11.174785	15.09536	9.533235	7.121335	20.6132	14.377275	16.57857	29.6076	14.443825	16.76168
Naip5	737.623	1091.91	957.146	1196.14	798.087	833.648	757.25	812.732	975.976	1454.48	1362.88	1209.84	814.316	984.225	879.71	765.756
Cd180	1073.16	825.55	822.997	848.197	2159.93	2352.19	2117.69	2154.51	1667.18	816.333	1130.1	1010.66	1991.99	1607.29	1547.6	1598.5
Ifi202b	1.52259	2.50838	2.01994	2.69234	3.34398	0.89267	1.86905	2.21986	3.95345	36.7567	4.89425	6.59489	1.98701	8.07489	1.48925	2.82971
Ccl4	13094.7	1513.24	1645.53	1326.34	3227.13	1088.06	1018.34	937.634	17255.1	4182.31	5756.19	4216.14	17495.8	2281.16	2595.22	2171.88
Cd46	34.2673	28.2386	41.0867	30.2588	35.4288	41.7963	37.9446	29.2617	5.86872	53.5195	41.5227	45.267	43.6106	73.8859	53.2917	88.3008
Tnfsf14	23.785575	42.9834	32.99585	18.7801	170.9145	117.81355	193.7575	150.3154	13.864555	93.37425	22.7078	36.92421	3.768855	16.10171	6.75425	3.360845
Ifi44l	9.490965	7.97539	4.95065475	4.9999325	8.56443	11.9258625	4.944865	12.6900775	5.2366075	2.681775	12.120695	10.5135525	16.09554	16.455665	12.22637	10.4598425
Trim26	371.96405	366.14895	340.1835	394.09585	516.84375	501.582	455.03685	548.7655	752.073	450.7068	480.475	472.0023	695.512	520.0545	466.5465	460.3255
Myo1f	6707.83	9803.305	10075.01	10045.43	6159.6975	6751.9325	7122.8075	7167.6675	5890.0775	6314.93	6662.4125	6643.9175	5459.295	8356.1325	8065.25	7837.53
Psg17	2.13647	1.81134	6.11146	12.0122	18.9203	5.07083	20.0521	3.08564	28.2194	37.0647	14.9371	12.854	28.5953	7.25483	13.4307	18.8172
Cd1d2	3.77299	5.53294	10.3468	4.84144	6.61493	8.05183	6.52141	19.2032	5.93454	7.8457	7.39061	25.4329	12.858	5.46734	9.54643	8.013
Igh-VJ558 	13.041164375	27.3534619531	17.5464384375	21.5789211562	8.95946885938	21.9477953125	17.3588154688	29.2204401562	16.06689	24.4684021094	13.5446935469	14.7016691406	20.5146128906	17.7708121875	11.1249382031	8.24680703125
Ccr4	12.8171	19.8782	2.88527	14.0334	22.1822	20.6954	18.0087	29.6448	2.55771	4.94505	6.66556	41.323	47.956	35.7743	18.8902	53.6561
Irak4	536.29275	476.93625	509.23325	479.74675	552.5	521.49	542.61275	560.42975	350.65025	329.15	356.62975	348.34425	344.0735	281.00225	301.0205	284.8645
Cdkn1a	2448.785	1463.835	1465.1	1619.2995	3418.255	3016.5	2667.64	3146.41	3221.755	5345.955	5063.73	5189.08	6223.585	7988.815	8649.105	8902.285
Ccl1	2.4799	43.2134	18.4994	30.9203	15.0415	47.6508	85.2255	44.2736	38.2603	13.1695	7.89225	5.5297	5.83713	25.9173	14.3572	7.15942
Stat6	2625.873	2611.041	2443.2715	2578.748	2221.792	2267.094	2095.841	2141.3275	2093.069	2145.4315	2118.883	2098.932	1790.5165	2402.315	2546.4635	2543.787
Fert2	226.55875	152.1435625	179.929775	152.74114375	161.4245125	167.44235625	131.15815	171.20866875	134.2462625	141.5814375	142.6240625	146.894575	188.3465	179.49075	214.8233125	192.8465
Pcbp2	2862.4185	2725.341	2827.42875	2744.12455	3052.932	2929.021	3002.6504	3261.7855	3153.7615	2540.209	2540.9625	2389.6	3069.572	2272.8635	2272.0535	2352.2205
Tnfsf4	54.754	3.95652	46.4161	44.6177	67.1739	38.2649	60.2686	77.3694	305.464	135.655	109.993	134.653	277.124	380.18	293.611	349.278
Cox7a2l	7650.89	7172.4525	7580.4725	7770.9825	9197.1225	8976.7775	10257.98	10209.575	3858.265	5617.6925	5367.605	6031.65	3668.9175	5086.2	4829.7975	4996.39
Pald1 	932.838	6377.49	6873.13	6985.24	1978.38	4708.0	3668.44	3974.82	15767.2	9584.54	7067.38	5904.19	12341.3	11695.9	10346.6	7546.1
Bcl6	2159.082	1495.798	1613.607	1563.521	1974.306	1963.921	1917.667	1826.83	2940.396	1312.4305	1771.475	1488.0215	3387.19	1530.4465	1731.428	1479.5895
Ppp2cb	1160.8984	1253.82495	1204.03175	1146.599	745.74005	758.79936	724.747365	731.202	900.9234	1083.515975	1037.8654	1021.66205	951.7282	1148.05701	1161.01007	1169.07855
Ak4	73.288365	100.14948875	52.356459	37.9100525	48.639235625	28.72731875	25.818394	38.92207	71.2258	275.18426	191.74899375	225.11048125	75.89437125	530.88979375	658.37126	776.59544875
Mrps23	628.206	676.119	642.828	623.943	670.40775	711.587	729.0255	738.7965	599.7545	672.638	709.0145	702.5335	567.0595	694.3055	672.3025	713.9235
Mr1	92.60655	224.6165	186.1735	173.183	154.93775	182.1125	136.1916	191.5205	78.803	170.556	159.2235	151.9235	58.1887	120.36965	103.55205	132.49645
Mrpl19	964.7419125	734.4460125	747.93518375	749.1508625	877.37565	887.505875	840.33989875	835.7414	877.09744625	817.82000475	823.5868225	749.1086625	675.82791625	572.2098625	600.6909675	536.8763775
Ccr9	17.23317625	16.73798625	15.717335	17.3021525	15.57649375	27.087001875	16.99265375	21.016195	8.96143625	13.229435	18.65635625	33.818549375	6.1900675	25.387265	11.703580625	12.34469375
Epha4	8.69688125	3.3747725	10.36070875	6.0208505	3.481366	2.100575125	3.26709775	12.18908875	4.92281125	9.98652875	7.479225625	15.5235695	21.76667	4.794234375	4.31408225	2.579638
Camk4	37.8139025	33.59311625	62.954319375	51.203985625	29.182581875	44.2830975	23.395350625	56.9829575	50.422281875	31.4465175	40.5875675	61.05498375	54.4788765	70.41014375	49.395161875	21.162136875
Cep89	77.7058	112.81865	123.14155	118.1644	100.8453	149.14115	142.95515	145.53325	80.5512	103.27725	84.57225	105.6148	103.6241	81.4141	95.4878	107.8583
Nedd4	15.9659	529.6175	169.6115	200.49075	26.126225	205.67675	85.243175	108.78175	8.265175	152.63575	34.519075	24.34122	27.744505	88.712075	51.131925	40.4670875
Tfap2a	21.677725	27.1511	27.77183	28.36331	22.593165	23.220175	28.71945	22.4522	26.72691	17.0108815	20.29801	45.945625	21.3403	40.574975	33.59515	38.493475
Cxcr5	19.218	22.3764	17.4778	4.68355	8.45327	16.0355	29.4429	4.20429	14.8643	2.63338	2.77499	2.41702	17.8389	7.97479	30.9969	44.7029
Eif2ak2	790.738	453.04	410.13275	403.91525	1018.74825	1079.858	884.0925	866.34475	2284.0275	1759.3275	2005.14	1872.9125	2352.5125	1534.4775	1307.4035	1375.795
Aqp3	14.885705	22.312445	31.8191075	18.4163475	26.80500125	19.92049	31.1855325	31.216575	20.16319375	23.78529025	15.3146825	10.41843875	28.39545	31.14788	32.00762875	39.450338625
Clec4a2	7731.37	3086.413	3140.1585	3325.18	1696.4205	664.5305	747.6065	743.181	5983.186	4501.9505	4005.1445	3595.3465	4676.161	1191.892	1236.677	976.9965
Abcb8	147.0685	178.0965	209.379	195.531	173.9795	254.2505	241.5415	238.1715	137.9846	198.2109	191.62	172.7337	132.408375	155.47235	178.8021	159.92635
Tgfbr2	3163.763475	3074.306625	3242.749375	3403.2915175	3811.76815	3490.31115	3575.987525	3462.4582	1590.106875	1573.476875	1494.822116	1471.6260075	1076.33275175	732.6496	912.884125	715.1022875
Ets1	540.3833625	248.08965	259.231825	300.5981375	174.99095	222.72555	191.651125	191.11675	101.196625	117.2620625	115.8246125	97.16055	77.7007375	87.22558625	85.9094625	96.356535
Ccl20	8.80239	3.31869	3.51671	5.88888	6.03835	5.52991	5.69665	2.65362	3.4107	9.36267	4.65364	9.90819	12.5232	6.13671	2.97854	7.13726
Gabbr1	13.31667875	43.974034125	22.6134175	13.0792975	10.75115375	11.65599625	15.74362225	27.97191125	32.159585	27.5378575	10.9805	12.56113	25.6885575	16.9639625	15.07367	36.78952125
Pex5	191.3611	232.0555	240.6795	199.39605	208.44865	158.15125	190.026	202.7495	181.682	178.1205	194.9929	223.28925	180.1395	221.33535	269.459	253.9484
Akt3	268.208175	352.942025	344.7814	378.80165	515.78175	667.604	590.73825	597.52825	658.23275	462.056875	569.8025	565.2745	1145.919125	941.83675	982.5625	1024.31175
Il7	28.32715	42.1837	26.53825	20.872615	46.78425	37.76605	30.74805	25.31068	41.04705	57.93175	71.2701	94.64425	53.48625	71.96575	75.11395	100.62335
Tlr9	77.0618	63.8307	30.4307	59.5061	114.648	97.0175	86.0742	108.404	96.4558	33.857	35.2261	95.0094	116.627	55.2608	62.492	66.4604
Cd3e	14.9113	80.1417	43.0155	70.1833	10.5313	7.05533	18.4178	16.0401	6.29277	7.41051	46.0234	17.5731	16.0311	21.0074	44.5793	24.7789
Fcer2a	3.5436	12.8717	16.361685	14.328745	17.1049	7.11062	24.758705	24.9234	32.5998	14.586145	16.97501	27.5384	10.206295	14.0108	10.83055	36.043755
Ptprc	9165.5695	7784.9105	8360.9095	8660.493	10694.92	10434.437	9936.004	11139.3145	10376.20035	8931.0246	10265.397	8727.62595	10040.73465	7241.3835	8066.5054	7497.5681
Nptx1	24.32875	156.254	218.1785	117.06715	17.1665	26.733375	12.65826	16.27837	22.1603	20.9083	17.2434	27.91644	27.69335	21.4788	10.536525	29.456395
Spn	744.332	125.0506	146.9283	125.52195	384.4935	282.891	250.4145	286.1845	496.5735	56.9809	67.5547	86.15575	331.4005	27.19243	48.1599	71.5132
Plau	127.7112	396.78	340.309	271.0805	152.952	237.89595	128.13515	114.69625	218.641	121.57655	95.5303	72.4882	310.133	472.3555	290.3835	353.0795
H2-T24	439.692	254.564	286.955	257.429	1452.4	1696.45	1154.54	1180.93	4090.24	2548.26	3631.58	2742.26	4838.55	2542.43	2608.41	2020.68
Sh3pxd2a	295.6175	385.3448	375.5648	326.2268	168.82385	175.2049	204.36935	195.5298	37.2926	68.88465	66.3979	86.17955	20.0717	78.22365	38.56605	67.05245
